,textstring
373.9,cotila is negen quentin secht aui cenna. etc.
373.10,entina is eyn halff sextarius.
373.11,sextarius de heftt driddehalue libras. etc.
373.12,libra weget twelff vncias.
373.13,uncia weget achte quentyn vnde hefft dritteyn schrufulos.
373.14,schrufulus weget twintich weyte kor ne ichteswelke seggen he we ge eynen vryperschen penniygk.
373.15,tweyne schrufulus weghen vertich weyte korne.
373.16,dracma is de achte deyl van eyner vncien. ouer de olden meistere seggen id sy de negede deyl van eyner vncien donarius is eyn pennyngk de schal weghen eyn quentyn.
373.17,solidus de weghet anderhalff drac ma ghemeynlicken.
373.18,exagiun weget anderhalff quentyn
373.19,faba schal wegen anderhalff quen tyn secht serapio.
373.20,karates weghet drey weyte korne secht serapio.
373.21,lupinus schal weghen eyn halff quentyn secht serapio.
373.22,mina weget sesteyn vncien secht. auicenna.
373.23,in walschen landen metreta. ys eyn mathe vijff scheppele.
373.24,nux hasselnot. hasselnot. de we ghet eyn quentyn.
373.25,nux ytalyca walsche not de schal wegen viff quentin vnde ein luttik mer obulus eyn scharff schal weghen teyn gersten korne secht auicenna. vnde serapio.
373.26,sesz obuli maken drey schrufulos vnde drey schrufuli. macken eynen dracmam dat heyten wy eyn quentyn.
373.27,pugillus weget drey vncien. quadrans sprecken de ioden vnde de latinschen dat sy de verde deyl. eyner iowelken gantzen mate edder ghewychte.
373.28,sillica weget teyn ghersten korne edder eyn halff dracma.
373.29,siclus hefft drey schrufulos edder weget den verden deyl eyner vncien talentum heyten de ioden dre vnde twyntich libras vnde de romeschen heyten dat twey vnde seuentich li bras de grekeschen heten dat twin tich vnde hundert libras. etc.
374.1,omerwater macke alsus nym twey deyl eynes sextarij. soltes vnde veyr deyl wa ters dat wert also wulle derfine. ok in der artzedige de schalme ropen vnde nicht snyden vnde de an deme halse steyt de is alderbest.  asschen edder puluer van vogelen edder van anderen deyren edder wur aff me des bederff de schalme nicht bernen wan in einen nigen erden gropen den schal me bedecken vnde beklemen mit gu deme lemen vnde in eynem heyten ouen bernen wente id werde alse du wult.
374.2,honnich dar de beenen in ghestor uen synt edder heyde honnnich is to artzedige nicht so gut alse dat hon nich an dat harte edder dat by an deren gebergeten gheworuen ys.
374.3,bolenta edder poleta tho der art zedige make alsus twyntich libras reynes ghersten vnde drey libras. lyns vnde eyne halue libaren kori ander sades. vnde soltes vijff quen tyn. den ghersten schalme eynen nacht in water doen vnde dar na derne iffte droghe one vnde denne tho stot en in eynem mosere mit de me lyne vnde koriander vnde solte tho hope ghemenget dat het polenlenta.
374.4,ptisana maket me alsus in der art zedighe dat heth ghersten water. nym reynen ghersten van eynem yare vnde stote dene in eynem mosere vnde sede dene sere myt watere twyge also vele waters alse gersten dar na wrinck dat dorch eynen ly nen douck dat water heth ptisana mulsa hefft me ock to der artzedi ge dat is de achte deyl waters vnde de negede deyl honniges tho hope vp ghesoden wert mulsa.
374.5,pusca in der artzedige is twey deil waters de drudde deyl wyn.
374.6,ydrolium is twey deyl waters de dridde deyl olyes.  ydromel is twe deyl waters de drudde deyl honnighes. oximel wert van twey delen suuerdes gereynygeden honnyges vnde dat drudde deyl eteckes dat seyde wente id also eyn syrop wer de drinck des auendes eyne vncie edder ander halue myd watere dat warm sy in deme wynter vnde myt koldem in deme sommere dat vor drifft den koleram vnde maket lust to etende vnde to drinckende vnde vordrifft den dorst.
374.7,oximel de beter is. wert van petercilien wortelen leuerstock wortelen merck sade. redick wortelen dre da ghe in etick ghelecht so sede dat to hoppe vnde syghe dat dorch eynen dock to deme eteke do twyge also vele reynes honnighes vnde seyde dat wente de etick almeystich vor soden sy vnde syghe dat auer eyns vnde beholt dat. nym des morgens dat nochterne myt warmem watere wedder de melancolien alle bo sze kolde vuchtnisse.
374.8,oximel macke ock alsus drey deyl eteckes vnde eyn deyl suuerdes hon niges dat wert gud gemeyne oximel. etc.
374.9,almuri alsus macke sud wytte semmel in water vnde honnige ge menget wente he helffte waters vorsoden sy. de nutte in dyner spisze vnde in anderer artzedige dat is gudt we vacken den kolck heft vnde dat lenden ouele vnde slymy ghen vlote in den maghen.
374.10,laff van kelueren edder lemmeren wan id erst gemacket is so sede dat in watere en weynich vnde syghe dat wan yd wedder hart is so be sprenghet myt solte vnde henghet in de lucht myt eyneme budele tho dyner artzedige.
375.1,uetticheyt van den deyren bereyde alsus tho der art zedie. nym dat vette des deyres van den darmen vnde neren in eyn vat myt koldem regen watere vnde wriff twyschen den hen den dat dat blot vnde aderen vth komen vnde wasschet noch eyns in anderem watere wente id wyt telich werde so do id in eynen gro pen myt twye also vele waters al se des vetten is dat seyde sachte wen te dat sick dat altomale menge vn de gheyte dat in kolt water vnde drucke dat dat id droge werde vn de smeltet noch eynens vnde auer eynes vnde gud denne dar kolt wa ter vp to deme verden male smelte dat vnde gheyt dat in eynen drogen gropen vnde gheyt dar heyt water vp vnde nym dat vette bouen aff. vnde beholt dat wan du des bederfst vnde strauwe dar en luttick soltes vp dut vette al ys van bocken van schappen van tzegen van kogen van ossen van beren.
376.1,uette van den uogelen go sen eende honre vnde andere voghele de wyle dat versch is wassche dat wol van blo de vnde van aderen dat id wyttelechtich werde henge id in de sunnen mit eynem erden gropen vnde wat seck suluen loszet dat gete aff vnde dat is gud den vrouwen tho der vrucht moder. ok tho artzedie der oghen vnde der oren vnde clo uen lippen vnde tegen de struuich eyt des antlates vnde macket reyn licke hut. etc.
377.1,merch van allen deyren bereyde alsus wan io versch is. nym id vt den knocken vnde wriff dat twyschen den henden in koldeme watere myt eynem ly nen docke dat beholt in eynem erden gropen.
378.1,bregene der uogele sammele in deme sommer in deme harwest wan se versch sin wol gewasschen de aderen dat blot vt getogen to teyn bregen nym eynes hones eyges dodere dat eynen hanen hebbe vnde do dat in ey nen schapen vnde sette id vppe hey te asschen dat id ichtrswat droghe werde dat is to velen dingen gud ock den olden mannen de iunge vru wen hebben.
379.1,blomen der krude to art zedighe beware in eynem holtene geweyte dar wyn iffte etick ynne gheweszen hebbe.
380.1,gallen aller deyre to artze dige vnde van vogelen bint de hut bouen to legghe de in seydene water also langhe dat du drey strede mogest ghan they se draden vth vnde lath se droge wer den in deme scheden.
380.2,sunder gallen tho artzedige der oghen beware in eynem glaze dar eyn luttick reynes honniges ynne sy. etc.
381.1,blomen schalme vp nemen in dem meygen wan se sik alle vppe ghedaen hebben eyr de sunne nedder ga vnde eyr se ore varwe vorlesen.
382.1,to hope sammen vnde vp nemen schaltu alle sat wan id ripe is vnde neyne vuchticheyt in sick hefft
382.2,bom vruchte appele beren queden beholde. wan se ripe synt eyr se van den blomen vallen.
382.3,in deme begynne aprilis nym vp fiolen dar sap tho honnighe to oly tho syroppe aff werden schal.
382.4,in deme suluen mane nym vp de knobben van der poppelen vnde sto the se myt swyns smalte dat wert popolien.
382.5,in deme suluen mane nym vp roszen dar water vnde syrup vnde roh szen honnic vnde roszen olye aff werden schal.
382.6,in deme suluen mane mack olye van camillen blomen vnde van ly lien blomen vnde sap van man kop pen swart dat opium het.
382.7,in deme suluen mane beholt de ge len knobben in den roszen tho art zedighe.
383.1,in iulio nym vp den doest cimynten polleygen wer meden vnde der krude ge lick. in deme suluen iulio vnde yn deme auste nym vp lactuken sat ve nekol sad ruden sad spranckorne sad borgelen sad petercilien sad sulbast sad roue sad vnde der gelick.
384.1,in deme mane septembre sadt mane nym vth den wynsteyn de in artzedige schal denen.
385.1,in deme harwest mane. octobre nym vp wortelen esule waltdislel tapsi bar bati.
386.1,lactuken sap vnde ruden sap stot. wrynck vth ock wermeden sap yo des mor ghens eyr de sunne vp geyt anders gyfft dat nicht wol sap vnde docht luttick in der artyedige.
387.1,wortelen droge also alse ve nekol wortelen webreden wortelen ossen tunghen krud esule muleberen bomes wor telen scharleygen wortelen vnde der ge lick.  de wassche eyne io welcke twyge des daghes wan du se nym mest snydt aff de stengelen vnde de bledere vnde schelle den harden pid deck dar vth vnde do one enwech vnde legghe de schel dat se drogen des suluen daghes in der sunnen ke re se vackene vmme wente se droghe werden des nachtes nym se io in vth der lucht vnde henge se bouen dat vur dar id warm sy.  wultu se draden droghe hebben so legghe se in eynen groten erne gropen de heit sy vure se dar inne twyghe edder drye wente se droge genoch werden
388.1,roden dreck de to artzedi ghe der strotten hort den nym vp de wyle he versch is des ersten daghes edder des an deren vnde lath one drogen in der sunnen wan du one bedraffst so ma ke one to puluer.
389.1,sure wyn beren nicht ry pe stot in eyneme mosere vnde drucke dat sap vth do in eynen erne degele sede yd vp pe deme vure wente id dicke wer de so do id denne in eyn vat dar id dunne ynne sy vnde sette id denne in de sunnen dar id denne ynne dro ge wert dat ghele vnde preckelt vp pe der tunghen in deme munde so ysset alder best. dat sap myt honny ge edder myt wyne ghesoden vor drifft der strote swuls der hals ade ren der senen der kennebacken vn de bouen in deme munde allen swuls
390.1,amborstycheyt de eynen swaren athmen thut dat kumpt van mannygherhande sake van vthwendygher sake alse van vallende edder grothe hytte. edder kulde. edder van pesti lencien lucht edder van boseme dran ke edder ethen. edder van vruchten de nicht gud en syn.
390.2,asma kumpt ok van inwendiger sucke alse van vlothe des houedes edder des breghens edder van eyneme boszen maghen edder leueren edder der mylten.
390.3,amborsticheit in alleme oldere des mynschen is nycht tomale gudt to vordriuende besunder wan se nige is in den olden nummer wan van am borsticheyt de stempne beuet. vnde luttick vnde lengsem. vnde kolt de athme is dat is eyn tecken des do des id kumpt vackene de suke van vlote des houedes vnde volget de derffsucht. dar ete en teghen des morgens vnde des auendes penid vnde dyapendion vt der apoteken he neme ock twene leppel vul ma len sennepes vnde twe leppel vul wa ters des morgens in deme munde nochterne vnde holde dat warm langhe dar ynne vnde lath yd den ne wedder dar vth.
390.4,he schal sick ock hoden vor nochterne druncken is de sucke van kol der vnde vuchtigher sacke so nym wortelen van lilien. van swerdelen van holworte. van aurinen. werme den. ysopen. alandes wortelen. io wel kes eyn halff verdinck wychte ge puluert myt honnyge gesoden nym auent vnde morghen io eyn luttik myt warmen water isset van vlo te des breghens den vlote vordriff al se van den houede ghescreuen wart isset van droger sake so ete vuchte spyse vnde fiolen poppelen ossentunghen spinasie. borragen dar make he eynen kol aff myt meyscher botteren vn de ete vackene tzegen melk is de sucke van hytte vnde de mynsche starck so lath der aderen vth der me dianen vnde ete vnde drincke dat nicht sere hittet. is amborsticheit kinderen dene gyff venekol sap mit melck.
391.1,eyn gud electuarium in al ler sucke der borst hesycheyt hoeste amborsticheyt. nym kol sap eyn merck wychte. sede vnde schume dat. dar do to ge puluerden engheuer dre quentyn. ghereynyhes honnighes eyn halff marck wychte des ete des morgens vnde des auendes also grot alse ein hasselnot.
392.1,uan der aderen. heffstu vth der aderen lathen so drinck dre dage neynen nochterne dranck des ersten dages slap nicht torne nicht dat dek nicht besta de kolde gycht.  aderlathen
392.2,weme de aderen swillen de sede ey ne hant vul lynes in watere dat id licke dicke werde vnde sede id ock dar na myt oldeme smere vnde leg ghe dat vppe den arm des auendes vnde des morghens edder macke eynen dech van honnighe vnde van ghersten meele. nota
392.3,mereke werke aderen du lathen machst teghen ytlicke sucke.
392.4,de houet aderen lat vppe deme dumen tegen sweren vnde kranckheit des houedes. etc.
392.5,teghen de oren sucke lath in dem dunnynge edder vppe deme dumen
392.6,to der blasen an der mylten.
392.7,to deme lenden ouele lath an deme enckele en butene.
392.8,to den hagedrosen dar sulues de bynnersten aderen.
392.9,to den bosen thenen vppe der hant by deme vingere
392.10,to der lunghen by der hant an de me armen de ouersten aderen
392.11,to der leueren de myddelsten aderen
392.12,to der mylten de neddersten aderen in deme armen. edder de ned dersten aderen vppe deme vote wed der alle vngemack des lichammes
392.13,in iannuario lath nicht blout
392.14,in februario lath de dum aderen.
392.15,in marcio lath nicht blout.
392.16,in aprili lath blout
392.17,in deme meyge mane lath de houeth aderen.
392.18,in iunio lath nicht bloud noch nicht in deme austmane.
392.19,in nouenbre schal me nycht. blout laten ok nicht in detembre  amechticheyt.
