,textstring
2720,venu que fut raconta lestat auquel il avoit trouvé les ennemys & du stratagème quil avoit faict luy seul contre toute leur caterve affirmant que ilz nestoient que maraulx pilleurs & brigans ignorans de toute discipline militaire & que hardiment ilz se mirent en voye car il leur seroit tresfacile de les assomer comme bestes.
2721,adoncques monta gargantua sus sa grande iument acompaigné comme davant avons dict.
2722,et trouvant en son chemin un hault & grand alne lequel communement on nommoyt larbre de sainct martin pour ce quainsi estoit creu ung bourdon que iadis sainct martin y planta dist.
2723,voicy ce quil me failloyt.
2724,cest arbre me servira de bourdon & de lance.
2725,et larrachit facilement terre & en housta les rameaux & le para pour son plaisir.
2726,cependent sa iument pissa pour se lascher le ventre : mais ce fut en telle abondance : quelle en feist sept lieues de deluge & deriva tout le pissat au gué de vède & tant senfla devers le fil de leau que toute ceste bande des ennemys furent en grand horreur noyez exceptez aulcuns qui avoient prins le chemin vers les cousteaulx à gauche : gargantua venu à lendroit du boys de vède fut advisé par eudemon que dedans le chasteau estoyt quelque reste des ennemys pour laquelle chose sçavoir gargantua sescrya tant quil peut.
2727,estez vous là ou ny estez pas?
2728,si vous y estez ny soyez plus : si ny estez : ie nay que dire.
2729,mais un ribaud canonnier qui estoyt au machicoulys luy tyra un coup de canon & le attainct par la temple dextre furieusement : toutesfoys ne luy feist pour ce mal en plus que sil luy eust getté une prune.
2730,quest ce là?
2731,dist gargantua nous gettez vous icy des grains de raizins?
2732,la vendange vocoustera cher.
2733,pensant de vray que le boulet feust un grain de raizin.
2734,ceulx qui estoient dedans le chasteau amusez à la pille entendant le bruyt coururent aux tours & forteresses & luy tirèrent plus de neuf mille vingt & cinq coups de faulconneaux & arquebuses visans tous à sa teste : & si menu tiroyent contre luy quil sescrya.
2735,ponocrates mon amy ces mouches icy me aveuglent baillez moy quelque rameau de ses saulles pour les chasser.
2736,pensant des plombées & pierres dartillerye que feussent mousches bovines.
2737,ponocrates ladvisa que ce nestoient aultres mousches que les coups dartillerye que lon tiroyt du chasteau.
2738,alors chocqua de son grand arbre contre le chasteau & à grans coups abastit & tours & forteresses & ruyna tout par terre.
2739,par ce moien feurent tous rompuz & mys en pièces ceulx qui estoient en icelluy.
2740,de là partans arrivèrent au port du molin & trouvèrent tout le gué couvert de corps mors en telle foulle quilz avoient enguorgé le cours du molin.
2741,et cestoient ceulx qui estoient peritz au deluge urinal de la iument.
2742,là feurent en pensement comment ilz pourroient passer veu lempeschement de ces cadavres.
2743,mais gymnaste dist.
2744,si les diables y ont passé ie y passeray fort bien.
2745,les diables dist eudemon y ont passé pour en emporter les ames damnées : sainct treignan dist ponocrates par doncques consequence necessaire il y passera.
2746,voyre voyre dist gymnaste ou ie demoureray en chemin.
2747,et donnant des esperons à son cheval passa franchement oultre sans que iamais son cheval eust fraieur des corps mors.
2748,car il lavoit acoustumé selon la doctrine de aelian à ne craindre poinct les armes ny corps mors.
2749,non en tuant les gens comme diogenes tuoyt les thraces & ulysses mettoyt les corps de ses ennemys au pied de ses cheveaulx ainsi que raconte homere : mais en luy mettant un phantosme par my son fain & le faisant ordinairement passer sus icelluy quand il luy bailloyt son avoyne.
2750,les troys aultres le suyvirent sans faillir excepté eudemon du quel le cheval enfoncea le pied droict iusques au genoil dedans la panse dung gros & gras villain qui estoit noyé lenvers & ne le povoyt tirer hors : ainsi demouroit empestré iusques à ce que gargantua du bout de son baston enfondra le reste des tripes du villain en leau ce pendent que le cheval levoit le pied.
2751,et que est chose merveilleuse en hippiatrie feut ledict cheval guery dun furot quil avoit en icelluy pied par lattouchement des boyaux de ce gros marroufle.
2752,comment gargantua soy peignant faisoit tomber de ses cheveulx les boulletz de artillerye.
2753,issuz de la rive de vède peu de temps après abourdèrent au chasteau de grandgouzier qui les attendoyt en grand desir desir.
2754,a sa venue ilz le festoyèrent à tour de bras car iamais on ne veit gens plus ioyeux.
2755,car supplementum supplementi chronicorum dict qe gargamelle y mourut de ioye ie nen sçay rien de ma part & bien peu me soucye ny delle ny daultre femme que soyt.
2756,a verité feut que gargantua se refraischissant dhabillemens & se testonnant de son peigne qui estoit grand de sept cannes tout apoincté de grandes dens de elephans toutes entières faisoit tomber à chascun coup plus de sept balles de bouletz qui luy estoient demourez entre les cheveulx à la demolition du boys de vède.
2757,ce que voyant grandgouzier son père pensoit que ce feussent pous & luy dist.
2758,dea mon filz noas tu aporté iusques icy des esparviers de montagu?
2759,ie nentendoys pas que là tu feisses residence.
2760,adonc ponocrates respondit.
2761,seigneur ne pensez pas que ie laye mis au colliège de pouillerie quon nomme montagu mieulx le eusse voulu mettre entre les guenaux de sainct innocent pour lenorme cruaulté & villenye que ie y ay congneu.
2762,car trop mieulx sont traictez les forcez entre les maures & tartares les meurtriers en la tour criminelle voyre certes les chiens en vostre maison que ne sont ces malautruz on dict colliège.
2763,et si iestoys roy de paris le diable memport si ie ne mettoys le feu dedans & faisoys brusler & principal & regens qui endurent veoir cette inhumanité davant leurs yeulx.
2764,lors levant un de ces boulletz dist ce sont coups de canon que na guyères a repceu vostre filz gargantua passant davant le gué de vède par la trahison de vos ennemys.
2765,mais ilz en eurent telle recompense quilz sont tous perilz en la ruine du chasteau : comme les philistins par lengin de sanson & ceulx que opprima la tour de siloé desquelz est escript luce viii.
2766,iceulx ie suys advis que nous poursuyvons ce pendant que lheur est pour nous.
2767,car loccasion a tous ses cheveulx au front quand elle est oultrepassée voen la povez revocquer elle est chauve par le darrière de la teste & iamais plus ne se retourne.
2768,vrayement dist grandgoouzier ce ne sera pas à ceste heure car ie veulx vous festoyer pour ce soir et soyez les tresbien venuz.
2769,ce dict on apresta le soupper & de surcroist feurent roustiz seze beufz troys genisses trente & deux veaux soixante & troys chevreaux moissonniers quatre vingtz quinze moutons troys cens gourretz de laict à beau moust unze vingt perdrys sept cens becasses quatre cens chappons de loudunoys & cornouaille six mille poulletz & autant de pigeons six cens gualinottes quatorze cens levraulx troys cens & troys hostardes & mille sept cens hutaudeaux.
2770,de venaison lon ne peut tant soubdain recouvrir fors unze sangliers quenvoya labbé de turpenay & dix & huyt bestes fauves que donna que donna le seigneur de grandmond : en semble deux vings faisans quenvoya le seigneur des essars & quelques douzaines de ramiers de oizeaux de rivière de tercelles buors courtes pluviers ravans tyransons tadournes pochecuillières pouacres hegronneaux foulques aigrettes ciguongnes cannes petières & renfort de potages.
2771,sans poinct de faulte il y avoit vivres à suffizance & feurent aprestez honestement par frippesaulce hochepot & pilleverius cuisiniers de grandgouzier.
2772,ianot micquel & verrenet apprestèrent fort bien à boire.
2773,comment gargantua mangea en sallade six pelerins.
2774,le propous requiert que racontons ce quadvint à six pelerins qui venoient de sainct sebastian près de nantes & pour soy herberger celle nuyct de peur des ennemys sestoyt mussez on iardin dessus les poyzars entre les choux & lectues.
2775,gargantua se trouva quelque peu alteré & demanda si lon pourroit trouver de lectues pour faire une sallade.
2776,et entendent quil y en avoit des plus belles & grandes du pays car elles estoient grandes comme pruniers ou noyers : y voulut aller luy mesmes & en emporta en sa main ce que bon luy sembla ensemble emporta les six pelerins lesquelz avoient si grand peur quilz ne ousoient ny parler ny tousser.
2777,les lavant doncques premierement en la fontaine les pelerins disoient en voix basse lun à laultre.
2778,quest y de faire?
2779,nous nayons icy entre ces lectues parlerons nous?
2780,mais si nous parlons il nous tuera comme espies.
2781,et comme ils deliberoient ainsi gargantua les mit avecques ses lectues dedans un plat de la maison grand comme la tonne de citeaux & avecques dhuille de vinaigre & de sel les mangeoyt pour soy refraishir davant souper & avoit ià engoullé cinq des prisonniers les sixiesme estoit dedans le plat caché soubz une lactues excepté son bourdon qui apparoissoit au dessus.
2782,lequel voyant grangouzier dist à gargantua.
2783,ie croy que cest là une corne de limasson ne le mengez poinct.
2784,pourquoy?
2785,dist gargantua.
2786,ilz sont bons tout ce moys.
2787,ettyrant le bourdon ensemble leva le pelerin & le mangeoyt tresbien.
2788,puis beut un horrible traict de vin pineau & attendirent que lon apprestat souper.
2789,les pelerins ainsi devorez se retirèrent hors les meulles de ses dentz le mieulx que faire peurent & pensoient quon les eust mys en quelque basse fousse des prisons.
2790,et lors que gargantua beut le grand traict cydèrent noyer en sa bouche et le torrent du vin presque les emporta on gouffre de son estomach toutesfoys saultans avecq leurs bourdons comme font les micquelotz se mirent en franchise lorée des dentz.
2791,mais par malheur lun deulx tastant avecques son bourdon le pays à sçavoir sils estoient en seureté frappa rudement en la faulte dune dentz creuze & ferut le nerf de la mandibule dont feit tresforte douleur à gargantua & commencza à crier de rage quil enduroit.
2792,pour doncques le soulaiger du mal feist aporter son cure dentz & sortant vers le noyer grollier vous denigea bien messieurs les pelerins.
2793,car il atrapoit lun par les iambes laultre par les espaules laultre par la bezace laultre par la foillouze laultre par lescharpe & le pouvre hayre qui lavoit feru du bourdon le accrochea par la braguette.
2794,toutesfoys ce luy feut un grand heur car il luy percea une bosse chancreuze qui le martyrizoit depuis le temps quilz eurent passé ancenys.
2795,ainsi les pelerins denigez sen fuyrent à travers la plante le beau trot et appaisa la douleur.
2796,en laquelle heure fut appellé par eudemon pour soupper car tout estoit prest.
2797,ie men voys doncques dist il pisser mon malheur.
2798,lors pissa si copieusement que lurine trancha le chempin aux pelerins & furent contrainctz passer la grande boyre.
2799,passans de là par lorée de la touche en plain chemin tombèrent tous excepté fournillier en une trape quon avoit faict pour prendre les loups à la trainnée.
2800,dont eschappèrent moyenant lindustrie dudict fournillier qui rompit tous les lacz & cordaiges.
2801,de là issus pour le reste de ceste nuyct couchèrent une loge près le coudray.
