,textstring
5.10.13,einer erzehlte dass auff ein zeit da etliche hirten ihr vieh bey dem see gehutet ein brauner stier herauss gestiegen welcher sich zu dem andern rindvieh gesellet dem aber gleich ein kleines mannlein nachgefolget ihn wieder zuruck in see zu treiben er hatte aber nicht pariren wollen biss ihm das mannlein gewunscht hatte es solte ihn aller menschen leiden ankommen wenn er nicht wieder zuruck kehre
5.10.14,auff welche wort er und das mannlein sich wieder in den see begeben hatten
5.10.15,ein anderer sagte es sey auff ein zeit als der see uberfroren gewesen ein baursmann mit seinen ochsen und etlichen plochern darauss man tihln schneidet uber den see gefahren ohn einigen schaden als ihm aber sein hund nachkommen seye das eiss mit ihm gebrochen und der arme hund allein hinunder gefallen und nicht mehr gesehen worden
5.10.16,noch ein anderer behauptete bey grosser warheit es seye ein schutz auff der spur dess wilds bey dem see voruber gangen der hatte auff demselben ein wassermannlein sitzen sehen das einen gantzen schos voll gemuntzte goldsorten gehabt und gleichsam damit gespielt hatte
5.10.17,und als er nach demselbigen feur geben wollen hatte sich das mannlein geduckt und diese stimme horen lassen
5.10.18,wenn du mich gebetten deiner armuth zu hulff zu kommen so wolte ich dich und die deinige reich genug gemacht haben
5.10.19,solchen und dergleichen mehr historien die mir alle als mahrlein vorkamen damit man die kinder auffhalt horte ich an verlachte sie und glaubte nit einmal dass ein solcher unergrundlicher see auff einem hohen berg seyn konte
5.10.20,aber es fanden sich noch andere baursleut und zwar alte glaubwurdige manner die erzehlten dass noch bey ihrem und ihrer vatter gedencken hohe furstl
5.10.21,personen den besagten see zu beschauen sich erhoben wie denn ein regierender hertzog zu wurtenberg etc einen floss machen und mit demselbigen darauff hinein fahren lassen seine tieffe abzumessen nachdem die messer aber bereits neun zwirnnetz ist ein mass das die schwartzwalder baurnweiber besser als ich oder ein anderer geometra verstehen mit einem senckel hinunder gelassen und gleichwol noch keinen boden gefunden hatte das floss wider die natur dess holtzes anfahen zu sincken also dass die so sich darauff befunden von ihrem vornehmen abstehen und sich ans land salviren mussen massen man noch heut zu tag die stucker dess flosses am ufer dess sees und zum gedachtnus dieser geschicht das furstl
5.10.22,wurtenberg
5.10.23,wappen und andere sachen mehr in stein gehauen vor augen sehe
5.10.24,andere bewiesen mit vielen zeugen dass ein ertzhertzog von oesterreich etc den see gar hatte abgraben lassen wollen es seye jhm aber von vielen leuten widerrathen und durch bitt der landleute sein vornehmen hindertrieben worden auss forcht das gantze land mochte untergehen und ersauffen
5.10.25,uber das hatten hochstgedachte fursten etliche legeln voll forellen in den see setzen lassen die seyen aber alle ehe als in einer stund in ihrer gegenwart abgestanden und zum ausslauff dess sees hinauss geflossen ohnangesehen das wasser so unter dem geburg darauff der see lige durch das thal so von dem see den nahmen habe hinfleusi von natur solche fisch hervor bringe da doch der ausslauff dess sees in selbig wasser sich ergiesse
5.11.1,das xi capitel
5.11.2,djeser letztern ausssag machte dass ich denen zu erst bey nahe volligen glauben zustellte und bewog meinen furwitz dass ich mich entschloss den wunderbaren see zu beschauen
5.11.3,von denen so neben mir alle erzehlung gehort gab einer diss der ander jenes urtheil daruber darauss denn ihre unterschiedliche und widereinander lauffende meynungen genugsam erhellten
5.11.4,jch zwar sagte der teutsche nahm mummelsee gebe genugsam zu verstehen dass es umb ihn wie umb eine mascarade ein verkapptes wesen seye also dass nicht jeder seine art so wol als seine tieffe ergrunden konne die doch auch noch nicht erfunden worden ware da doch so hohe personen sich dessen unterfangen hatten
5.11.5,gienge damit an den jenigen ort allwo ich vorm jahr mein verstorbenes weib das erste mal sahe und das susse gifft der lieb einsoffe
5.11.6,daselbsten legte ich mich auff das grune gras in schatten nider ich achtet aber nicht mehr als hiebevor was die nachtigallen daher pfiffen sondern ich betrachtete was vor veranderung ich seithero erduldet
5.11.7,da stellte ich mir vor augen dass ich an eben demselbigen ort den anfang gemacht auss einem freyen kerl zu einem knecht der liebe zu werden dass ich seithero auss einem officier ein bauer auss einem reichen bauer ein armer edelmann auss einem sim plicio ein melchior auss einem witwer ein ehmann auss einem ehman ein gauch und auss einem gauch wieder ein witwer worden ware
5.11.8,jtem dass ich auss eines baurn sohn zu einem sohn eines rechtschaffenen soldaten und gleichwol wieder zu einem sohn meines knans worden
5.11.9,da fuhrte ich zu gemut wie mich seithero mein fatum dess hertzbruders beraubt und hingegen vor ihn mit zweyen alten eheleuten versorgt hatte
5.11.10,ich gedachte an das gottselige leben und absterben meines vatters an den erbarmlichen todt meiner mutter und darneben auch an die vielfaltige veranderungen deren ich mein lebtag unterworffen gewesen also dass ich mich dess weynens nit enthalten konte
5.11.11,und in dem ich zu gemuth fuhrte wie viel schon geld ich die tage meines lebens gehabt und verschwendet zumal solches zu bedauren anfienge kamen zween gute schlucker oder weinbeisser denen die cholica in die glieder geschlagen desswegen sie denn erlahmet und das bad sampt dem saurbrunnen brauchten die setzten sich zu nachst bey mir nieder weil es eine gute ruhestatt hatte und klagte je einer dem andern seine noth weil sie vermeyneten allein zu seyn der eine sagte
5.11.12,mein doctor hat mich hieher gewiesen als einen an dessen gesundheit er verzweiffelt oder als einen der neben andern dem wirth umb das fasslein mit butter so er ihm neulich geschickt satisfaction thun solle ich wolte dass ich ihn entweder die tage meines lebens niemals gesehen oder dass er mir gleich anfangs in sauerbrunnen gerathen hatte so wurde ich entweder mehr geld haben oder gesunder seyn als jetzt denn der sauerbrunnen schlagt mir wol zu
5.11.13,ach
5.11.14,antwort der ander ich dancke meinem gott dass er mir nicht mehr uberflussig geld beschehrt hat als ich vermag dann hatte mein doctor noch mehr hinder mir gewust so hatte er mir noch lang nicht in sauerbrunnen gerathen sondern ich hatte zuvor mit ihm und seinen apotheckern die ihn desswegen alle jahr schmieren theilen mussen und hatte ich daruber sterben und verderben sollen
5.11.15,die schabhals rathen unser einem nicht eher an ein so heylsam ort sie getrauen denn nit mehr zu helffen oder wissen nichts mehr an einem zu ropffen
5.11.16,wenn man die warheit bekennen will so muss ihnen der jenige so sich hinder sie laft und hinder welchem sie geld wissen nur lohnen dass sie einen kranck erhalten
5.11.17,diese zween hatten noch viel schmahens uber ihre doctores aber ich mags drumb nicht alles erzehlen dann die herren medici mochten mir sonst feind werden und kunfftig eine purgation eingeben die mir die seel ausstreiben mochte
5.11.18,jch melde diss allein desswegen weil mich der letztere patient mit seiner dancksagung dass ihm gott nit mehr geld beschehret dergestalt trostete dass ich alle anfechtungen und schwere gedancken die ich damal dess gelds halber hatte auss dem sinn schlug
5.11.19,jch resolvirte mich weder mehr nach ehren noch geld noch nach etwas anders das die welt liebt zu trachten
5.11.20,ja ich name mir vor zu philosophiren und mich eines gottseligen lebens zu befleissen zumalen meine unbussfertigkeit zu bereuen und mich zu befleissen gleich meinem vatter seel
5.11.21,auff die hochste staffeln der tugenden zu steigen
5.12.1,das xii capitel
5.12.2,dje begierde den mummelsee zu beschauen vermehrte sich bey mir als ich von meinem petter verstunde dass er auch dabey gewesen und den weg darzu wisste da er aber horete dass ich uberein auch darzu wolte sagte er und was werdet ihr dann darvon tragen wann ihr gleich hinkompt
5.12.3,der herr sohn und petter wird nichts anders sehen als ein ebenbild eines weyers der mitten in einem grossen wald ligt und wann er seinen jetzigen lust mit beschwerlichem unlust gebusst so wird er nichts anders als reu mude fuss dann man kan schwerlich hin reuten und den hergang vor den hingang darvon haben
5.12.4,es solte mich kein mensch hingebracht haben wann ich nicht hett hinfliehen mussen als der doctor daniel er wolte duc danguin sagen mit seinen kriegern das land hinunder vor philipsburg zog
5.12.5,hingegen kehrte sich mein furwitz nicht an seine abmahnung sondern ich bestellte einen kerl der mich hinfuhren solte
5.12.6,da er nun meinen ernst sahe sagte er weil die habersaat furuber und auff dem hof weder zu hauen noch zu ernden wolte er selbst mit mir gehen und den weg weisen
5.12.7,denn er hatte mich so lieb dass er mich ungern auss dem gesicht liesse und weil die leut im land glaubten dass ich sein leiblicher sohn seye prangte er mit mir und that gegen mir und jederman wie etwann ein gemeiner armer mann gegen seinem sohn thun mochte denn das gluck ohne sein zuthun und befurderung zu einem grossen herrn gemacht bette
5.12.8,also wanderten wir miteinander uber berg und thal und kamen zu dem mummelsee ehe wir stund gegangen hatten dann mein petter war noch so kefermassig und so wol zu fuss als ein junger
5.12.9,wir verzehrten daselbst was wir von speiss und tranck mit uns genommen dann der weite weg und die hohe dess bergs auff welchem der see ligt hatte uns hungerig und hellig gemacht
5.12.10,nachdem wir sich aber erquickt beschauete ich den see und fande gleich etliche gezimmerte holtzer darinn ligen die ich und mein knan vor rudera dess wurtenbergischen flosses hielten
5.12.11,ich nahm oder masse die lange und breite dess wassers vermittelst der geometriae weil gar beschwerlich war umb den see zu gehen und denselben mit schritten oder schuhe zu messen und brachte seine beschaffenheit vermittelsi dess verjungten maassstabs in mein schreibtafelein und als ich damit fertig zumaln der himmel durchauss hell und die lufft gantz windstill und wol temperirt war wolte ich auch probiren was warheit an der sagmehr ware dass ein ungewitter entstehe wann man einen stein in den see werffe
5.12.12,sintemal ich albereit die horsag dass der see keine forellen leide am mineralischen geschmack dess wassers wahr zu seyn befunden
5.12.13,solche prob nun ins werck zu setzen gieng ich gegen der lincken hand am see hin an den jenigen ort da das wasser welches sonst so hell ist als ein crystall wegen der abscheulichen tieffe dess sees gleichsam kohlschwartz zu seyn scheinet und desswegen so forchterlich ausssihet dass man sich auch nur vorm anblick entsetzt daselbst fieng ich an so grosse stein hinein zu werffen als ich sie immermehr er tragen konte
5.12.14,mein petter oder knan wolte mir nicht allein nicht helffen sondern warnete und bate mich davon abzustehen so viel ihm immer muglich ich aber continuiret meine arbeit embsig fort und was ich von steinen ihrer grosse und schwere halben nicht ertragen mochte das walgert ich herbey biss ich deren uber in see brachte
5.12.15,da fieng die lufft an den himmel mit schwartzen wolcken zu bedecken in welchen ein grausames donnern gehoret wurde
5.12.16,also dass mein petter welcher jenseit dess sees bey dem ausslauff stunde und uber mein arbeit lamentirte mir zuschrye ich solte mich doch salviren damit uns der regen und das schrockliche wetter nicht ergreiffe oder noch wol ein grosser ungluck betreffe
5.12.17,ich aber antwortete ihm hingegen vatter ich will bleiben und dess ends erwarten und solte es auch helleparten regnen
5.12.18,ja antwortet mein knan ihr machts wie alle verwegene buben die sich nichts drumb geheyen wann gleich die gantze welt untergieng
5.12.19,jn dem ich nun diesem seinem schmelen so zuhorete verwandte ich die augen nicht von der tieffe dess sees der meynung etwan etliche blattern oder blasen vom grund desselbigen auffsteigen zu sehen wie zugeschehen pflegt wann man in andere tieffe so stillstehende als fliessende wasser steine wirfft
5.12.20,aber ich wurde nichts dergleichen gewahr sondern sahe sehr weit gegen den abyssum etliche creaturen im wasser herum fladern die mich der gestalt nach an frosch ermahnten und gleichsam wie schwermerlein auss einer auffgestiegenen raquet die im lufft ihr wurckung der gebuhr nach vollbringt herumb vagirten
5.12.21,und gleich wie sich dieselbige mir je langer je mehr naherten also schienen sie auch in meinen augen je langer je grosser und an ihrer gestalt den menschen desto ahnlicher
5.12.22,wesswegen mich dann erstlich eine grosse verwunderung und endlich weil ich sie so nahe bey mir hatte ein grausen und entsetzen ankam
5.12.23,ach
5.12.24,sagte ich damal vor schrecken und verwunderung zu mir selber und doch so laut dass es mein knan der jenseit dem see stunde wol horen konte wiewol es schrocklich donnerte wie seynd die wunderwerck dess schopffers auch so gar im bauch der erden und in der tieffe dess wassers so gross
5.12.25,kaum hatte ich diese wort recht aussgesprochen da war schon eins von diesen sylphis obe auff dem wasser das antwortet sihe
5.12.26,das bekennest du ehe du etwas davon gesehen hast
5.12.27,was wurdest du wol sagen wann du erst selbsten im centro teriae warest und unsere wohnung die dein furwitz beunruhiget beschautest
5.12.28,unterdessen kamen noch mehr dergleichen wassermannlein hier und dort gleichsamb wie die tauchentlein hervor die mich alle ansahen und die stein wieder herauff brachten die ich hinein geworffen woruber ich gantz erstaunte
