i0,i2,textstring
19,14,"as doth an egle, whan him list to sore,"
19,15,this same stede shal bere yow ever-more
19,16,"with-outen harm, til ye be ther yow leste, "
19,17,though that ye slepen on his bak or reste;
19,18,"and turne ayeyn, with wrything of a pin."
19,19,he that it wroghte coude ful many a gin; 
19,20,he wayted many a constellacioun
19,21,er he had doon this operacioun; 
19,22,and knew ful many a seel and many a bond.
19,0,
19,1,"this mirour eek, that i have in myn hond,"
19,2,"hath swich a might, that men may in it see"
19,3,whan ther shal fallen any adversitee
19,4,un-to your regne or to your-self also; 
19,5,and openly who is your freend or foo.
19,6,"and over al this, if any lady bright"
19,7,"hath set hir herte on any maner wight, "
19,8,"if he be fals, she shal his treson see,"
19,9,his newe love and al his subtiltee 
19,10,"so openly, that ther shal no-thing hyde."
19,11,"wherfor, ageyn this lusty someres tyde,"
19,12,"this mirour and this ring, that ye may see,"
19,13,"he hath sent to my lady canacee,"
19,14,your excellente doghter that is here. 
19,0,
19,1,"the vertu of the ring, if ye wol here,"
19,2,"is this; that, if hir lust it for to were"
19,3,"up-on hir thombe, or in hir purs it bere, "
19,4,ther is no foul that fleeth under the hevene
19,5,"that she ne shal wel understonde his stevene, "
19,6,"and knowe his mening openly and pleyn,"
19,7,and answere him in his langage ageyn.
19,8,and every gras that groweth up-on rote
19,9,"she shal eek knowe, and whom it wol do bote,"
19,10,al be his woundes never so depe and wyde. 
19,0,
19,1,"this naked swerd, that hangeth by my syde,"
19,2,"swich vertu hath, that what man so ye smyte,"
19,3,"thurgh-out his armure it wol kerve and byte, "
19,4,were it as thikke as is a branched ook;
19,5,and what man that is wounded with the strook 
19,6,"shal never be hool til that yow list, of grace,"
19,7,to stroke him with the platte in thilke place
19,8,"ther he is hurt: this is as muche to seyn,"
19,9,ye mote with the platte swerd ageyn
19,10,"stroke him in the wounde, and it wol close; "
19,11,"this is a verray sooth, with-outen glose,"
19,12,it failleth nat whyl it is in your hold.'
19,0,
19,1,"and whan this knight hath thus his tale told, "
19,2,"he rydeth out of halle, and doun he lighte."
19,3,"his stede, which that shoon as sonne brighte, "
19,4,"stant in the court, as stille as any stoon."
19,5,"this knight is to his chambre lad anon,"
19,6,and is unarmed and to mete y-set.
19,0,
19,1,"the presentes ben ful royally y-fet,"
19,2,"this is to seyn, the swerd and the mirour, "
19,3,and born anon in-to the heighe tour
19,4,with certeine officers ordeyned therfore;
19,5,and un-to canacee this ring was bore 
19,6,"solempnely, ther she sit at the table."
19,7,"but sikerly, with-outen any fable, "
19,8,"the hors of bras, that may nat be remewed,"
19,9,it stant as it were to the ground y-glewed.
19,10,ther may no man out of the place it dryve
19,11,for noon engyn of windas or polyve;
19,12,"and cause why, for they can nat the craft. "
19,13,and therefore in the place they han it laft
19,14,til that the knight hath taught hem the manere
19,15,"to voyden him, as ye shal after here. "
19,0,
19,1,"greet was the prees, that swarmeth to and fro,"
19,2,to gauren on this hors that stondeth so; 
19,3,"for it so heigh was, and so brood and long,"
19,4,"so wel proporcioned for to ben strong,"
19,5,right as it were a stede of lumbardye;
19,6,"ther-with so horsly, and so quik of yë"
19,7,as it a gentil poileys courser were. 
19,8,"for certes, fro his tayl un-to his ere,"
19,9,nature ne art ne coude him nat amende
19,10,"in no degree, as al the peple wende. "
19,11,"but evermore hir moste wonder was,"
19,12,"how that it coude goon, and was of bras; "
19,13,"it was of fairye, as the peple semed."
19,14,diverse folk diversely they demed;
19,15,"as many hedes, as many wittes ther been."
19,16,"they murmureden as dooth a swarm of been,"
19,17,"and maden skiles after hir fantasyes, "
19,18,"rehersinge of thise olde poetryes,"
19,19,"and seyden, it was lyk the pegasee,"
19,20,the hors that hadde winges for to flee; 
19,21,"or elles it was the grekes hors synon,"
19,22,"that broghte troye to destruccion, "
19,23,"as men may in thise olde gestes rede,"
19,24,"'myn herte,' quod oon, 'is evermore in drede;"
19,25,"i trowe som men of armes been ther-inne,"
19,26,that shapen hem this citee for to winne.
19,27,it were right good that al swich thing were knowe.' 
19,28,"another rowned to his felawe lowe,"
19,29,"and seyde, 'he lyeth, it is rather lyk"
19,30,"an apparence y-maad by som magyk, "
19,31,as iogelours pleyen at thise festes grete.'
19,32,"of sondry doutes thus they iangle and trete, "
19,33,as lewed peple demeth comunly
19,34,of thinges that ben maad more subtilly
19,35,than they can in her lewednes comprehende;
19,36,they demen gladly to the badder ende.
19,0,
19,1,"and somme of hem wondred on the mirour, "
19,2,"that born was up in-to the maister-tour,"
19,3,how men mighte in it swiche thinges see.
19,4,"another answerde, and seyde it mighte wel be "
19,5,"naturelly, by composiciouns"
19,6,"of angles and of slye reflexiouns, "
19,7,"and seyden, that in rome was swich oon."
19,8,"they speken of alocen and vitulon,"
19,9,"and aristotle, that writen in hir lyves"
19,10,"of queynte mirours and of prospectyves,"
19,11,as knowen they that han hir bokes herd. 
19,0,
19,1,and othere folk han wondred on the swerd
19,2,that wolde percen thurgh-out every-thing;
19,3,"and fille in speche of thelophus the king, "
19,4,"and of achilles with his queynte spere,"
19,5,"for he coude with it bothe hele and dere, "
19,6,right in swich wyse as men may with the swerd
19,7,of which right now ye han your-selven herd.
19,8,"they speken of sondry harding of metal,"
19,9,"and speke of medicynes ther-with-al,"
19,10,"and how, and whanne, it sholde y-harded be; "
19,11,which is unknowe algates unto me.
19,0,
19,1,"tho speke they of canaceës ring,"
19,2,"and seyden alle, that swich a wonder thing "
19,3,"of craft of ringes herde they never non,"
19,4,"save that he, moyses, and king salomon "
19,5,hadde a name of konning in swich art.
19,6,"thus seyn the peple, and drawen hem apart."
19,7,"but nathelees, somme seyden that it was"
19,8,"wonder to maken of fern-asshen glas,"
19,9,and yet nis glas nat lyk asshen of fern; 
19,10,"but for they han y-knowen it so fern,"
19,11,therfore cesseth her iangling and her wonder.
19,12,"as sore wondren somme on cause of thonder, "
19,13,"on ebbe, on flood, on gossomer, and on mist,"
19,14,"and alle thing, til that the cause is wist. "
19,15,"thus iangle they and demen and devyse,"
19,16,til that the king gan fro the bord aryse.
19,0,
19,1,"phebus hath laft the angle meridional,"
19,2,"and yet ascending was the beest royal,"
19,3,"the gentil leon, with his aldiran, "
19,4,"whan that this tartre king, this cambinskan,"
19,5,"roos fro his bord, ther that he sat ful hye."
19,6,"toforn him gooth the loude minstralcye, "
19,7,"til he cam to his chambre of parements,"
19,8,"ther as they sownen diverse instruments, "
19,9,that it is lyk an heven for to here.
19,10,"now dauncen lusty venus children dere,"
19,11,"for in the fish hir lady sat ful hye,"
19,12,and loketh on hem with a freendly yë.
19,0,
19,1,this noble king is set up in his trone. 
19,2,"this strange knight is fet to him ful sone,"
19,3,and on the daunce he gooth with canacee.
19,4,heer is the revel and the iolitee 
19,5,that is nat able a dul man to devyse.
19,6,"he moste han knowen love and his servyse, "
19,7,"and been a festlich man as fresh as may,"
19,8,that sholde yow devysen swich array.
19,0,
19,1,"who coude telle yow the forme of daunces,"
19,2,"so uncouthe and so fresshe contenaunces,"
19,3,swich subtil loking and dissimulinges 
19,4,for drede of ialouse mennes aperceyvinges?
19,5,"no man but launcelot, and he is deed."
19,6,therefor i passe of al this lustiheed; 
19,7,"i seye na-more, but in this iolynesse"
19,8,"i lete hem, til men to the soper dresse. "
19,0,
19,1,"the styward bit the spyces for to hye,"
19,2,"and eek the wyn, in al this melodye."
19,3,the usshers and the squyers ben y-goon;
19,4,the spyces and the wyn is come anoon.
19,5,"they ete and drinke; and whan this hadde an ende, "
19,6,"un-to the temple, as reson was, they wende."
19,0,
19,1,"the service doon, they soupen al by day."
19,2,what nedeth yow rehercen hir array? 
19,3,"ech man wot wel, that at a kinges feeste"
19,4,"hath plentee, to the moste and to the leeste, "
19,5,and deyntees mo than been in my knowing.
19,6,at-after soper gooth this noble king
19,7,"to seen this hors of bras, with al the route"
19,8,of lordes and of ladyes him aboute.
19,0,
19,1,swich wondring was ther on this hors of bras 
19,2,"that, sin the grete sege of troye was,"
19,3,"ther-as men wondreden on an hors also,"
19,4,ne was ther swich a wondring as was tho. 
19,5,but fynally the king axeth this knight
19,6,"the vertu of this courser and the might, "
19,7,and preyede him to telle his governaunce.
19,0,
19,1,"this hors anoon bigan to trippe and daunce,"
19,2,"whan that this knight leyde hand up-on his reyne,"
19,3,"and seyde, 'sir, ther is na-more to seyne,"
19,4,"but, whan yow list to ryden any-where, "
19,5,"ye moten trille a pin, stant in his ere,"
19,6,which i shall telle yow bitwix vs two.
19,7,ye mote nempne him to what place also 
19,8,or to what contree that yow list to ryde.
19,9,"and whan ye come ther as yow list abyde, "
19,10,"bidde him descende, and trille another pin,"
19,11,"for ther-in lyth the effect of al the gin,"
19,12,and he wol doun descende and doon your wille;
19,13,"and in that place he wol abyde stille,"
19,14,though al the world the contrarie hadde y-swore; 
19,15,he shal nat thennes ben y-drawe ne y-bore.
19,16,"or, if yow liste bidde him thennes goon,"
19,17,"trille this pin, and he wol vanishe anoon "
19,18,"out of the sighte of every maner wight,"
19,19,"and come agayn, be it by day or night, "
19,20,when that yow list to clepen him ageyn
19,21,in swich a gyse as i shal to yow seyn
19,22,"bitwixe yow and me, and that ful sone."
19,23,"ryde whan yow list, ther is na-more to done.'"
19,0,
19,1,"enformed whan the king was of that knight, "
19,2,and hath conceyved in his wit aright
19,3,"the maner and the forme of al this thing,"
19,4,"thus glad and blythe, this noble doughty king "
19,5,repeireth to his revel as biforn.
19,6,"the brydel is un-to the tour y-born, "
19,7,and kept among his iewels leve and dere.
19,8,"the hors vanisshed, i noot in what manere,"
19,9,out of hir sighte; ye gete na-more of me.
19,10,but thus i lete in lust and iolitee
19,11,"this cambinskan his lordes festeyinge, "
19,12,til wel ny the day bigan to springe.
19,0,
19,1,"the norice of digestioun, the slepe,"
19,2,"gan on hem winke, and bad hem taken kepe, "
19,3,that muchel drink and labour wolde han reste;
19,4,"and with a galping mouth hem alle he keste, "
19,5,"and seyde, 'it was tyme to lye adoun,"
19,6,for blood was in his dominacioun;
19,7,"cherissheth blood, natures freend,' quod he."
19,8,"they thanken him galpinge, by two, by three,"
19,9,"and every wight gan drawe him to his reste, "
19,10,as slepe hem bad; they toke it for the beste.
19,11,hir dremes shul nat been y-told for me;
19,12,"ful were hir hedes of fumositee, "
19,13,"that causeth dreem, of which ther nis no charge."
19,14,"they slepen til that it was pryme large, "
19,15,"the moste part, but it were canacee;"
19,16,"she was ful mesurable, as wommen be."
19,17,for of hir fader hadde she take leve
19,18,"to gon to reste, sone after it was eve;"
19,19,"hir liste nat appalled for to be, "
19,20,nor on the morwe unfestlich for to see;
19,21,"and slepte hir firste sleep, and thanne awook."
19,22,for swich a ioye she in hir herte took 
19,23,"both of hir queynte ring and hir mirour,"
19,24,that twenty tyme she changed hir colour; 
19,25,"and in hir slepe, right for impressioun"
19,26,"of hir mirour, she hadde a visioun."
19,27,"wherfore, er that the sonne gan up glyde,"
19,28,"she cleped on hir maistresse hir bisyde,"
19,29,"and seyde, that hir liste for to ryse. "
19,0,
19,1,"thise olde wommen that been gladly wyse,"
19,2,"as is hir maistresse, answerde hir anoon,"
19,3,"and seyde, 'madame, whider wil ye goon "
19,4,thus erly? for the folk ben alle on reste.'
19,5,"'i wol,' quod she, 'aryse, for me leste "
19,6,"no lenger for to slepe, and walke aboute.'"
19,0,
19,1,"hir maistresse clepeth wommen a gret route,"
19,2,"and up they rysen, wel a ten or twelve;"
19,3,"up ryseth fresshe canacee hir-selve,"
19,4,"as rody and bright as dooth the yonge sonne, "
19,5,that in the ram is four degrees up-ronne;
19,6,"noon hyer was he, whan she redy was;"
19,7,"and forth she walketh esily a pas, "
19,8,arrayed after the lusty seson sote
19,9,"lightly, for to pleye and walke on fote; "
19,10,nat but with fyve or six of hir meynee;
19,11,"and in a trench, forth in the park, goth she."
19,12,"the vapour, which that fro the erthe glood,"
19,13,made the sonne to seme rody and brood;
19,14,"but nathelees, it was so fair a sighte "
19,15,"that it made alle hir hertes for to lighte,"
19,16,"what for the seson and the morweninge,"
19,17,and for the foules that she herde singe; 
19,18,for right anon she wiste what they mente
19,19,"right by hir song, and knew al hir entente. "
19,0,
19,1,"the knotte, why that every tale is told,"
19,2,if it be taried til that lust be cold
19,3,"of hem that han it after herkned yore,"
19,4,"the savour passeth ever lenger the more,"
19,5,for fulsomnesse of his prolixitee. 
19,6,"and by the same reson thinketh me,"
19,7,"i sholde to the knotte condescende,"
19,8,and maken of hir walking sone an ende. 
19,0,
19,1,"amidde a tree fordrye, as whyt as chalk,"
19,2,"as canacee was pleying in hir walk, "
19,3,"ther sat a faucon over hir heed ful hye,"
19,4,that with a pitous voys so gan to crye
19,5,that all the wode resouned of hir cry.
19,6,y-beten hath she hir-self so pitously
19,7,"with bothe hir winges, til the rede blood "
19,8,ran endelong the tree ther-as she stood.
19,9,"and ever in oon she cryde alwey and shrighte,"
19,10,"and with hir beek hir-selven so she prighte, "
19,11,"that ther nis tygre, ne noon so cruel beste,"
