idx,textstring
21.56.6,and whan this thing was seyd as i devyse
21.56.7,men ladde hem forth to doon the sacrifyse
21.57.1,but whan they weren to the place broght
21.57.2,to tellen shortly the conclusioun
21.57.3,they nolde encense ne sacrifice right noght
21.57.4,but on hir knees they setten hem adoun
21.57.5,with humble herte and sad devocioun
21.57.6,and losten bothe hir hedes in the place
21.57.7,hir soules wenten to the king of grace
21.58.1,this maximus that saugh this thing bityde
21.58.2,with pitous teres tolde it anonright
21.58.3,that he hir soules saugh to heven glyde
21.58.4,with angels ful of cleernesse and of light
21.58.5,and with his word converted many a wight
21.58.6,for which almachius dide him so tobete
21.58.7,with whippe of leed til he his lyf gan lete
21.59.1,cecile him took and buried him anoon
21.59.2,by tiburce and valerian softely
21.59.3,withinne hir buryingplace under the stoon
21.59.4,and after this almachius hastily
21.59.5,bad his ministres fecchen openly
21.59.6,cecile so that she mighte in his presence
21.59.7,doon sacrifyce and iupiter encense
21.60.1,but they converted at hir wyse lore
21.60.2,wepten ful sore and yaven ful credence
21.60.3,unto hir word and cryden more and more
21.60.4,crist goddes sone withouten difference
21.60.5,is verray god this is al our sentence
21.60.6,that hath so good a servant him to serve
21.60.7,this with o voys we trowen thogh we sterve
21.61.1,almachius that herde of this doinge
21.61.2,bad fecchen cecile that he might hir see
21.61.3,and alderfirst lo this was his axinge
21.61.4,what maner womman artow tho quod he
21.61.5,i am a gentil womman born quod she
21.61.6,i axe thee quod he thogh it thee greve
21.61.7,of thy religioun and of thy bileve
21.62.1,ye han bigonne your question folily
21.62.2,quod she that wolden two answeres conclude
21.62.3,in oo demande ye axed lewedly
21.62.4,almache answerde unto that similitude
21.62.5,of whennes comth thyn answering so rude
21.62.6,of whennes quod she whan that she was freyned
21.62.7,of conscience and of good feith unfeyned
21.63.1,almachius seyde ne takestow non hede
21.63.2,of my power and she answerde him this
21.63.3,your might quod she ful litel is to drede
21.63.4,for every mortal mannes power nis
21.63.5,but lyk a bladdre ful of wind ywis
21.63.6,for with a nedles poynt whan it is blowe
21.63.7,may al the boost of it be leyd ful lowe
21.64.1,ful wrongfully bigonne thou quod he
21.64.2,and yet in wrong is thy perseveraunce
21.64.3,wostow nat how our mighty princes free
21.64.4,han thus comanded and maad ordinaunce
21.64.5,that every cristen wight shal han penaunce
21.64.6,butif that he his cristendom withseye
21.64.7,and goon al quit if he wol it reneye
21.65.1,your princes erren as your nobley dooth
21.65.2,quod tho cecile and with a wood sentence
21.65.3,ye make us gilty and it is nat sooth
21.65.4,for ye that knowen wel our innocence
21.65.5,for as muche as we doon a reverence
21.65.6,to crist and for we bere a cristen name
21.65.7,ye putte on us a cryme and eek a blame
21.66.1,but we that knowen thilke name so
21.66.2,for vertuous we may it nat withseye
21.66.3,almache answerde chees oon of thise two
21.66.4,do sacrifyce or cristendom reneye
21.66.5,that thou mowe now escapen by that weye
21.66.6,at which the holy blisful fayre mayde
21.66.7,gan for to laughe and to the iuge seyde
21.67.1,o iuge confus in thy nycetee
21.67.2,woltow that i reneye innocence
21.67.3,to make me a wikked wight quod she
21.67.4,lo he dissimuleth here in audience
21.67.5,he stareth and woodeth in his advertence
21.67.6,to whom almachius unsely wrecche
21.67.7,ne woostow nat how far my might may strecche
21.68.1,han noght our mighty princes to me yeven
21.68.2,ye bothe power and auctoritee
21.68.3,to maken folk to dyen or to liven
21.68.4,why spekestow so proudly than to me
21.68.5,i speke noght but stedfastly quod she
21.68.6,nat proudly for i seye as for my syde
21.68.7,we haten deedly thilke vyce of pryde
21.69.1,and if thou drede nat a sooth to here
21.69.2,than wol i shewe al openly by right
21.69.3,that thou hast maad a ful gret lesing here
21.69.4,thou seyst thy princes han thee yeven might
21.69.5,bothe for to sleen and for to quiken a wight
21.69.6,thou that ne mayst but only lyf bireve
21.69.7,thou hast non other power ne no leve
21.70.1,but thou mayst seyn thy princes han thee maked
21.70.2,ministre of deeth for if thou speke of mo
21.70.3,thou lyest for thy power is ful naked
21.70.4,do wey thy boldnes seyde almachius tho
21.70.5,and sacrifyce to our goddes er thou go
21.70.6,i recche nat what wrong that thou me profre
21.70.7,for i can suffre it as a philosophre
21.71.1,but thilke wronges may i nat endure
21.71.2,that thou spekest of our goddes here quod he
21.71.3,cecile answerede o nyce creature
21.71.4,thou seydest no word sin thou spak to me
21.71.5,that i ne knew therwith thy nycetee
21.71.6,and that thou were in every maner wyse
21.71.7,a lewed officer and a veyn iustyse
21.72.1,ther lakketh nothing to thyn utter yen
21.72.2,that thou nart blind for thing that we seen alle
21.72.3,that it is stoon that men may wel espyen
21.72.4,that ilke stoon a god thou wolt it calle
21.72.5,i rede thee lat thyn hand upon it falle
21.72.6,and taste it wel and stoon thou shalt it finde
21.72.7,sin that thou seest nat with thyn yen blinde
21.73.1,it is a shame that the peple shal
21.73.2,so scorne thee and laughe at thy folye
21.73.3,for comunly men woot it wel overal
21.73.4,that mighty god is in his hevenes hye
21.73.5,and thise images wel thou mayst espye
21.73.6,to thee ne to hemself mowe nought profyte
21.73.7,for in effect they been nat worth a myte
21.74.1,thise wordes and swiche othere seyde she
21.74.2,and he weex wroth and bad men sholde hir lede
21.74.3,hom til hir hous and in hir hous quod he
21.74.4,brenne hir right in a bath of flambes rede
21.74.5,and as he bad right so was doon in dede
21.74.6,for in a bath they gonne hir faste shetten
21.74.7,and night and day greet fyr they under betten
21.75.1,the longe night and eek a day also
21.75.2,for al the fyr and eek the bathes hete
21.75.3,she sat al cold and felede no wo
21.75.4,it made hir nat a drope for to swete
21.75.5,but in that bath hir lyf she moste lete
21.75.6,for he almachius with ful wikke entente
21.75.7,to sleen hir in the bath his sonde sente
21.76.1,three strokes in the nekke he smoot hir tho
21.76.2,the tormentour but for no maner chaunce
21.76.3,he mighte noght smyte al hir nekke atwo
21.76.4,and for ther was that tyme an ordinaunce
21.76.5,that no man sholde doon man swich penaunce
21.76.6,the ferthe strook to smyten softe or sore
21.76.7,this tormentour ne dorste do namore
21.77.1,but halfdeed with hir nekke ycorven there
21.77.2,he lefte hir lye and on his wey is went
21.77.3,the cristen folk which that aboute hir were
21.77.4,with shetes han the blood ful faire yhent
21.77.5,thre dayes lived she in this torment
21.77.6,and never cessed hem the feith to teche
21.77.7,that she hadde fostred hem she gan to preche
21.78.1,and hem she yaf hir moebles and hir thing
21.78.2,and to the pope urban bitook hem tho
21.78.3,and seyde i axed this at hevene king
21.78.4,to han respyt three dayes and namo
21.78.5,to recomende to yow er that i go
21.78.6,thise soules lo and that i mighte do werche
21.78.7,here of myn hous perpetuelly a cherche
21.79.1,seint urban with his deknes prively
21.79.2,the body fette and buried it by nighte
21.79.3,among his othere seintes honestly
21.79.4,hir hous the chirche of seint cecilie highte
21.79.5,seint urban halwed it as he wel mighte
21.79.6,in which into this day in noble wyse
21.79.7,men doon to crist and to his seint servyse
22.1.1,whan ended was the lyf of seint cecyle
22.1.2,er we had riden fully fyve myle
22.1.3,at boghton under blee us gan atake
22.1.4,a man that clothed was in clothes blake
22.1.5,and undernethe he hadde a whyt surplys
22.1.6,his hakeney that was al pomely grys
22.1.7,so swatte that it wonder was to see
22.1.8,it semed he had priked myles three
22.1.9,the hors eek that his yeman rood upon
22.1.10,so swatte that unnethe mighte it gon
22.1.11,aboute the peytrel stood the foom ful hye
22.1.12,he was of fome al flekked as a pye
22.1.13,a male tweyfold on his croper lay
22.1.14,it semed that he caried lyte array
22.1.15,al light for somer rood this worthy man
22.1.16,and in myn herte wondren i bigan
22.1.17,what that he was til that i understood
22.1.18,how that his cloke was sowed to his hood
22.1.19,for which when i had longe avysed me
22.1.20,i demed him som chanon for to be
22.1.21,his hat heng at his bak doun by a laas
22.1.22,for he had riden more than trot or paas
22.1.23,he had ay priked lyk as he were wood
22.1.24,a cloteleef he hadde under his hood
22.1.25,for swoot and for to kepe his heed from hete
22.1.26,but it was ioye for to seen him swete
22.1.27,his forheed dropped as a stillatorie
22.1.28,were ful of plantain and of paritorie
22.1.29,and whan that he was come he gan to crye
22.1.30,god save quod he this ioly companye
22.1.31,faste have i priked quod he for your sake
22.1.32,bycause that i wolde yow atake
22.1.33,to ryden in this mery companye
22.1.34,his yeman eek was ful of curteisye
22.1.35,and seyde sires now in the morwetyde
22.1.36,out of your hostelrye i saugh you ryde
22.1.37,and warned heer my lord and my soverayn
22.1.38,which that to ryden with yow is ful fayn
22.1.39,for his desport he loveth daliaunce
22.2.1,freend for thy warning god yeve thee good chaunce
22.2.2,than seyde our host for certes it wolde seme
22.2.3,thy lord were wys and so i may wel deme
22.2.4,he is ful iocund also dar i leye
22.2.5,can he oght telle a mery tale or tweye
22.2.6,with which he glade may this companye
22.3.1,who sire my lord ye ye withouten lye
22.3.2,he can of murthe and eek of iolitee
22.3.3,nat but ynough also sir trusteth me
22.3.4,and ye him knewe as wel as do i
22.3.5,ye wolde wondre how wel and craftily
22.3.6,he coude werke and that in sondry wyse
22.3.7,he hath take on him many a greet empryse
22.3.8,which were ful hard for any that is here
22.3.9,to bringe aboute but they of him it lere
22.3.10,as homely as he rit amonges yow
22.3.11,if ye him knewe it wolde be for your prow
22.3.12,ye wolde nat forgoon his aqueyntaunce
22.3.13,for mochel good i dar leye in balaunce
22.3.14,al that i have in my possessioun
22.3.15,he is a man of heigh discrecioun
22.3.16,i warne you wel he is a passing man
22.4.1,wel quod our host i pray thee tel me than
22.4.2,is he a clerk or noon tel what he is
22.5.1,nay he is gretter than a clerk ywis
22.5.2,seyde this yeman and in wordes fewe
22.5.3,host of his craft somwhat i wol yow shewe
22.6.1,i seye my lord can swich subtilitee
22.6.2,but al his craft ye may nat wite at me
22.6.3,and somwhat helpe i yet to his werking
22.6.4,that al this ground on which we been ryding
22.6.5,til that we come to caunterbury toun
22.6.6,he coude al clene turne it upsodoun
22.6.7,and pave it al of silver and of gold
22.7.1,and whan this yeman hadde thus ytold
22.7.2,unto our host he seyde benedicite
22.7.3,this thing is wonder merveillous to me
22.7.4,sin that thy lord is of so heigh prudence
22.7.5,bycause of which men sholde him reverence
22.7.6,that of his worship rekketh he so lyte
22.7.7,his oversloppe nis nat worth a myte
22.7.8,as in effect to him so mote i go
22.7.9,it is al baudy and totore also
22.7.10,why is thy lord so sluttish i thee preye
22.7.11,and is of power better cloth to beye
22.7.12,if that his dede accorde with thy speche
22.7.13,telle me that and that i thee biseche
22.8.1,why quod this yeman wherto axe ye me
22.8.2,god help me so for he shal never thee
22.8.3,but i wol nat avowe that i seye
22.8.4,and therfor kepe it secree i yow preye
22.8.5,he is to wys in feith as i bileve
22.8.6,that that is overdoon it wol nat preve
22.8.7,aright as clerkes seyn it is a vyce
22.8.8,wherfor in that i holde him lewed and nyce
22.8.9,for whan a man hath overgreet a wit
22.8.10,ful oft him happeth to misusen it
22.8.11,so dooth my lord and that me greveth sore
22.8.12,god it amende i can sey yow namore
22.9.1,therof no fors good yeman quod our host
22.9.2,sin of the conning of thy lord thou wost
22.9.3,tel how he dooth i pray thee hertely
22.9.4,sin that he is so crafty and so sly
22.9.5,wher dwellen ye if it to telle be
22.10.1,in the suburbes of a toun quod he
22.10.2,lurkinge in hernes and in lanes blinde
22.10.3,wheras thise robbours and thise theves by kinde
22.10.4,holden hir privee fereful residence
22.10.5,as they that dar nat shewen hir presence
22.10.6,so faren we if i shal seye the sothe
22.11.1,now quod our host yit lat me talke to the
22.11.2,why artow so discoloured of thy face
22.12.1,peter quod he god yeve it harde grace
22.12.2,i am so used in the fyr to blowe
22.12.3,that it hath chaunged my colour i trowe
22.12.4,i am nat wont in no mirour to prye
22.12.5,but swinke sore and lerne multiplye
22.12.6,we blondren ever and pouren in the fyr
22.12.7,and for al that we fayle of our desyr
22.12.8,for ever we lakken our conclusioun
22.12.9,to mochel folk we doon illusioun
22.12.10,and borwe gold be it a pound or two
22.12.11,or ten or twelve or many sommes mo
22.12.12,and make hem wenen at the leeste weye
22.12.13,that of a pound we coude make tweye
22.12.14,yet is it fals but ay we han good hope
22.12.15,it for to doon and after it we grope
22.12.16,but that science is so fer us biforn
22.12.17,we mowen nat although we hadde it sworn
22.12.18,it overtake it slit awey so faste
22.12.19,it wol us maken beggers atte laste
22.13.1,whyl this yeman was thus in his talking
22.13.2,this chanoun drough him neer and herde al thing
